event_id,country_name,iso_code,admin_division,disease_name,disease_subtype,disease_group,causal_agent_type,species_name,is_wild,epi_unit_type,is_domestic,is_aquatic,latitude,longitude,location_approx,event_started_on,event_confirmed_on,event_ended_on,outbreak_start_date,outbreak_end_date,last_occurrence,reported_on,susceptible,cases,deaths,killed,slaughtered,vaccinated,intervention_quarantine_applied,intervention_movement_control_applied,intervention_stamping_out_applied,intervention_disinfection_applied,intervention_surveillance_applied,intervention_screening_applied,intervention_disposal_applied,intervention_vaccination_applied,intervention_zoning_applied,intervention_vector_control_applied,intervention_wildlife_control_applied,intervention_traceability_applied,intervention_treatment_applied,intervention_slaughter_applied,intervention_count,lab_test_performed,diagnostic_method_types,event_status,reason_type
1283,"Cuba","CUB","Villa Clara","Small hive beetle Inf. (Aethina tumida)(2006-)",null,"Apidae","Parasite","Bees",0,"Apiary",1,0,22.62,-80.37,0,"2012-07-20T00:00:00.000+00:00","2012-08-07T00:00:00.000+00:00","2019-06-30T00:00:00.000+00:00","2012-07-20T00:00:00.000+00:00","2019-06-30T00:00:00.000+00:00",null,"2014-07-18T00:00:00.000+00:00",25,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,10,3,"Diagnostic test","Stable","First occurrence"
1284,"United Kingdom","GBR","England","Ostreid herpesvirus-1 (including OsHV-1 μvar) (Inf. with)(-2014)",null,"Diseases of molluscs","Virus","Pacific cupped oyster",0,"Estuary",0,1,51.7377,0.7827,0,"2012-07-31T00:00:00.000+00:00","2012-08-07T00:00:00.000+00:00","2012-12-20T00:00:00.000+00:00","2012-07-31T00:00:00.000+00:00","2012-12-20T00:00:00.000+00:00",null,"2012-12-21T00:00:00.000+00:00",0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,16,2,"Diagnostic test","Resolved","Emerging disease"
1285,"China (People's Rep. of)","CHN","Guangdong","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Birds",0,"Farm",0,0,21.04,110.49,0,"2012-09-11T00:00:00.000+00:00","2012-09-18T00:00:00.000+00:00","2012-10-18T00:00:00.000+00:00","2012-09-11T00:00:00.000+00:00","2012-10-18T00:00:00.000+00:00","2012-08-01T00:00:00.000+00:00","2012-11-09T00:00:00.000+00:00",274116,14050,6300,267816,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,14,3,"Diagnostic test|Suspicion|Clinical","Resolved","Recurrence"
1286,"Nigeria","NGA",null,"Rabies ",null,"Multiple species","Virus",null,null,null,0,0,null,null,null,"2012-04-12T00:00:00.000+00:00","2012-06-20T00:00:00.000+00:00","2013-05-03T00:00:00.000+00:00",null,null,null,"2013-05-03T00:00:00.000+00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,"Diagnostic test","Resolved","Unexpected change or increase"
1287,"Gambia","GMB","Niamina Dankunku","Contagious bovine pleuropneumonia ",null,"Bovidae","Bacterium","Cattle",0,"Village",0,0,13.53,-14.77,0,"2012-08-03T00:00:00.000+00:00","2012-09-14T00:00:00.000+00:00","2012-09-27T00:00:00.000+00:00","2012-08-03T00:00:00.000+00:00","2012-09-27T00:00:00.000+00:00","1971-12-31T00:00:00.000+00:00","2012-09-27T00:00:00.000+00:00",400,18,12,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,8,0,"Necropsy|Clinical|Suspicion","Resolved","Recurrence"
1288,"Palestinian Territory","PSE","West Bank","Bluetongue ","4","Multiple species","Virus","Sheep",0,"Farm",0,0,32.369593,35.072822,0,"2012-09-19T00:00:00.000+00:00","2012-10-01T00:00:00.000+00:00","2013-03-15T00:00:00.000+00:00","2013-02-24T00:00:00.000+00:00","2013-03-15T00:00:00.000+00:00","2011-12-31T00:00:00.000+00:00","2013-05-05T00:00:00.000+00:00",105,22,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,10,3,"Diagnostic test|Clinical","Resolved","Recurrence"
1289,"United Kingdom","GBR","England","Equine infectious anaemia ",null,"Equidae","Virus","Equidae",0,"Farm",0,0,50.4513,-3.6191,0,"2012-09-22T00:00:00.000+00:00","2012-10-03T00:00:00.000+00:00","2012-10-19T00:00:00.000+00:00","2012-10-16T00:00:00.000+00:00","2012-10-19T00:00:00.000+00:00","2010-12-21T00:00:00.000+00:00","2013-02-08T00:00:00.000+00:00",37,2,0,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,10,1,"Diagnostic test","Resolved","Recurrence"
1290,"Albania","ALB","Kukës","Rabies ",null,"Multiple species","Virus","Cats",0,"Village",0,0,42.0329,20.221,0,"2012-09-10T00:00:00.000+00:00","2012-09-12T00:00:00.000+00:00","2012-11-09T00:00:00.000+00:00","2012-09-10T00:00:00.000+00:00","2012-11-09T00:00:00.000+00:00","2012-07-16T00:00:00.000+00:00","2013-04-30T00:00:00.000+00:00",130,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,6,4,"Diagnostic test","Resolved","Recurrence"
1291,"United Kingdom","GBR","England","Equine viral arteritis ",null,"Equidae","Virus","Equidae",0,"Farm",0,0,51.846,-2.0839,0,"2012-08-20T00:00:00.000+00:00","2012-10-04T00:00:00.000+00:00","2012-12-21T00:00:00.000+00:00","2012-08-20T00:00:00.000+00:00","2012-12-21T00:00:00.000+00:00","2011-02-02T00:00:00.000+00:00","2012-12-21T00:00:00.000+00:00",11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,"Diagnostic test","Resolved","Recurrence"
1292,"Angola","AGO","Cabinda","Peste des petits ruminants ",null,"Caprinae","Virus","Sheep/goats (mixed herd)",0,"Farm",0,0,-5.57225,12.249756,0,"2012-07-26T00:00:00.000+00:00","2012-10-01T00:00:00.000+00:00","2012-07-26T00:00:00.000+00:00","2012-07-26T00:00:00.000+00:00","2012-07-26T00:00:00.000+00:00",null,"2015-02-26T00:00:00.000+00:00",55,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,12,3,"Diagnostic test","Resolved","First occurrence in a zone or a compartment"
1293,"Mongolia","MNG","Darkhan-Uul","Classical swine fever ",null,"Suidae","Virus","Swine",0,"Village",0,0,49.31447,105.58281,0,"2012-09-04T00:00:00.000+00:00","2012-09-04T00:00:00.000+00:00","2012-10-03T00:00:00.000+00:00","2012-09-04T00:00:00.000+00:00","2012-10-03T00:00:00.000+00:00","2003-12-31T00:00:00.000+00:00","2012-10-23T00:00:00.000+00:00",122,35,35,87,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,14,2,"Clinical|Diagnostic test","Resolved","Recurrence"
1294,"Russia","RUS","Zabajkal`Skij Kray","Sheep pox and goat pox ",null,"Caprinae","Virus","Sheep",0,"Village",0,0,50.8873,118.6059,0,"2012-09-26T00:00:00.000+00:00","2012-09-26T00:00:00.000+00:00","2013-04-25T00:00:00.000+00:00","2012-10-19T00:00:00.000+00:00","2013-04-25T00:00:00.000+00:00","2012-01-13T00:00:00.000+00:00","2013-05-06T00:00:00.000+00:00",603,38,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,8,1,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
1295,"Iceland","ISL","Norður-Múla","Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis ",null,"Bovidae","Virus","Cattle",0,"Farm",0,0,65.3602,-14.3927,0,"2012-07-04T00:00:00.000+00:00","2012-10-05T00:00:00.000+00:00","2013-10-07T00:00:00.000+00:00","2012-10-09T00:00:00.000+00:00","2013-10-07T00:00:00.000+00:00",null,"2013-10-07T00:00:00.000+00:00",325,35,0,0,35,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,6,3,"Diagnostic test","Resolved","First occurrence"
1296,"Romania","ROU","Brasov","Newcastle disease ",null,"Aves","Virus","Birds",0,"Village",0,0,45.569444,25.340278,0,"2012-09-27T00:00:00.000+00:00","2012-10-11T00:00:00.000+00:00","2012-11-13T00:00:00.000+00:00","2012-09-27T00:00:00.000+00:00","2012-11-13T00:00:00.000+00:00","2009-02-28T00:00:00.000+00:00","2012-11-14T00:00:00.000+00:00",533,216,212,105,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,10,4,"Diagnostic test","Resolved","Recurrence"
1297,"Nigeria","NGA","Bauchi","Rabies ",null,"Multiple species","Virus","Cattle",0,"Village",0,0,11.0114,10.2546,0,"2012-09-19T00:00:00.000+00:00","2012-09-22T00:00:00.000+00:00","2013-01-08T00:00:00.000+00:00","2012-09-19T00:00:00.000+00:00","2013-01-08T00:00:00.000+00:00","2008-07-18T00:00:00.000+00:00","2013-01-08T00:00:00.000+00:00",30,5,0,1,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,1,"Diagnostic test|Clinical","Resolved","Recurrence"
1298,"Nepal","NPL","Bagmati","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Birds",0,"Farm",0,0,27.769275,85.83063333,0,"2012-08-27T00:00:00.000+00:00","2012-09-03T00:00:00.000+00:00","2013-10-10T00:00:00.000+00:00","2013-09-14T00:00:00.000+00:00","2013-10-01T00:00:00.000+00:00","2012-03-30T00:00:00.000+00:00","2014-01-03T00:00:00.000+00:00",2076755,184776,184776,1891879,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,14,4,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
1299,"Greece","GRC","Kentriki Makedonia","Rabies ","RABV","Multiple species","Virus","Cats",0,"Not applicable",0,0,40.94,21.92,0,"2012-10-15T00:00:00.000+00:00","2012-10-18T00:00:00.000+00:00","2014-06-30T00:00:00.000+00:00","2014-05-05T00:00:00.000+00:00","2014-06-30T00:00:00.000+00:00","1987-12-31T00:00:00.000+00:00","2014-07-11T00:00:00.000+00:00",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,"Diagnostic test|Clinical","Resolved","Recurrence"
1300,"Norway","NOR","Telemark","American foulbrood of honey bees ",null,"Apidae","Bacterium","Bees",0,"Apiary",1,0,59.39,8.51,0,"2012-10-04T00:00:00.000+00:00","2012-10-23T00:00:00.000+00:00","2013-05-31T00:00:00.000+00:00","2012-10-04T00:00:00.000+00:00","2013-05-31T00:00:00.000+00:00","2011-11-28T00:00:00.000+00:00","2013-05-31T00:00:00.000+00:00",7,1,0,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,1,"Diagnostic test","Resolved","Recurrence"
1301,"India","IND","Karnataka","Highly pathogenic avian influenza ","H5N1","Aves","Virus","Birds",0,"Farm",0,0,13.04,77.3,0,"2012-10-12T00:00:00.000+00:00","2012-10-22T00:00:00.000+00:00","2013-02-13T00:00:00.000+00:00","2012-10-12T00:00:00.000+00:00","2013-02-13T00:00:00.000+00:00",null,"2013-02-13T00:00:00.000+00:00",36487,3481,3481,33006,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,12,3,"Diagnostic test|Clinical","Resolved","First occurrence"
1302,"Chinese Taipei","TWN","Yunlin County","Foot and mouth disease ","O","Multiple species","Virus","Swine",0,"Farm",0,0,23.725071,120.269786,0,"2012-09-24T00:00:00.000+00:00","2012-10-27T00:00:00.000+00:00","2012-12-28T00:00:00.000+00:00","2012-11-23T00:00:00.000+00:00","2012-12-28T00:00:00.000+00:00","2012-06-06T00:00:00.000+00:00","2013-01-15T00:00:00.000+00:00",2031,472,0,381,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,10,5,"Clinical|Diagnostic test","Resolved","Recurrence"
1303,"Kazakhstan","KAZ","Almatinskaya","Anthrax ",null,"Multiple species","Bacterium","Cattle",0,"Village",0,0,44.384,78.5868,0,"2012-10-15T00:00:00.000+00:00","2012-10-22T00:00:00.000+00:00","2012-11-06T00:00:00.000+00:00","2012-10-15T00:00:00.000+00:00","2012-11-06T00:00:00.000+00:00",null,"2012-12-14T00:00:00.000+00:00",847,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,2,"Diagnostic test","Resolved","Recurrence"
1304,"Israel","ISR","Hazafon","Newcastle disease ",null,"Aves","Virus","Birds",0,"Not applicable",0,0,32.8516082924,35.6645907931,0,"2012-11-06T00:00:00.000+00:00","2012-11-11T00:00:00.000+00:00","2013-02-20T00:00:00.000+00:00","2013-01-11T00:00:00.000+00:00","2013-01-14T00:00:00.000+00:00","2012-08-30T00:00:00.000+00:00","2013-03-11T00:00:00.000+00:00",1019234,121648,18954,103570,655310,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,14,7,"Necropsy|Diagnostic test|Suspicion|Clinical","Resolved","Recurrence"
1305,"Slovakia","SVK","Presov","Anthrax ",null,"Multiple species","Bacterium","Cattle",0,"Farm",0,0,49.2832228782,21.7597487135,0,"2012-11-05T00:00:00.000+00:00","2012-11-08T00:00:00.000+00:00","2012-12-05T00:00:00.000+00:00","2012-11-10T00:00:00.000+00:00","2012-12-05T00:00:00.000+00:00","2010-08-31T00:00:00.000+00:00","2012-12-06T00:00:00.000+00:00",277,4,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,1,"Necropsy|Diagnostic test","Resolved","Recurrence"
1306,"Australia","AUS","New South Wales","Highly pathogenic avian influenza ","H7N7","Aves","Virus","Birds",0,"Farm",0,0,-32.7225,151.4914,0,"2012-11-09T00:00:00.000+00:00","2012-11-14T00:00:00.000+00:00","2013-03-20T00:00:00.000+00:00","2012-11-09T00:00:00.000+00:00","2013-03-20T00:00:00.000+00:00","1997-11-30T00:00:00.000+00:00","2013-03-27T00:00:00.000+00:00",50000,5000,5000,45000,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,10,4,"Diagnostic test","Resolved","Recurrence"
1307,"Senegal","SEN","Tambacounda (2005-2017)","Contagious bovine pleuropneumonia ",null,"Bovidae","Bacterium","Cattle",0,"Village",0,0,13.490462,-13.020252,0,"2012-11-03T00:00:00.000+00:00","2012-11-19T00:00:00.000+00:00","2012-12-28T00:00:00.000+00:00","2012-11-03T00:00:00.000+00:00","2012-12-28T00:00:00.000+00:00","1977-12-31T00:00:00.000+00:00","2013-08-12T00:00:00.000+00:00",598,180,55,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
1308,"United Kingdom","GBR","Northern Ireland","Fowl typhoid ",null,"Aves","Bacterium","Birds",0,"Farm",0,0,54.2146,-7.3975,0,"2012-08-29T00:00:00.000+00:00","2012-09-13T00:00:00.000+00:00","2012-11-27T00:00:00.000+00:00","2012-10-10T00:00:00.000+00:00","2012-11-08T00:00:00.000+00:00","1968-12-31T00:00:00.000+00:00","2012-12-06T00:00:00.000+00:00",398000,38000,38000,112000,124000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Diagnostic test","Resolved","Recurrence"
1309,"Latvia","LVA","Latvia (2005-2015)","Classical swine fever ",null,"Suidae","Virus","Wild boar",1,"Not applicable",0,0,55.9489,27.4492,0,"2012-10-15T00:00:00.000+00:00","2012-11-16T00:00:00.000+00:00","2015-03-26T00:00:00.000+00:00","2015-03-26T00:00:00.000+00:00","2015-03-26T00:00:00.000+00:00","1996-04-30T00:00:00.000+00:00","2016-04-05T00:00:00.000+00:00",0,189,3,184,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,16,10,"Diagnostic test","Resolved","Recurrence"
1310,"Chinese Taipei","TWN","Hualien County","Low pathogenic avian influenza (poultry)(2006-)","H5N2","Aves","Virus","Birds",0,"Farm",1,0,23.401091,121.346827,0,"2012-11-12T00:00:00.000+00:00","2012-11-20T00:00:00.000+00:00","2014-02-18T00:00:00.000+00:00","2013-08-10T00:00:00.000+00:00","2014-02-18T00:00:00.000+00:00","2012-07-13T00:00:00.000+00:00","2014-04-09T00:00:00.000+00:00",49286,162,60,44,32387,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,10,4,"Diagnostic test","Resolved","Recurrence"
1311,"Italy","ITA","Lombardia","Rabbit haemorrhagic disease ",null,"Leporidae","Virus","Rabbits",0,"Farm",0,0,45.996464,9.054768,0,"2012-11-02T00:00:00.000+00:00","2012-11-21T00:00:00.000+00:00","2012-12-31T00:00:00.000+00:00","2012-11-02T00:00:00.000+00:00","2012-12-31T00:00:00.000+00:00","2012-01-31T00:00:00.000+00:00","2013-04-26T00:00:00.000+00:00",6220,816,506,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,6,2,"Diagnostic test|Clinical|Suspicion","Resolved","Recurrence"
1312,"Denmark","DNK","East","Tularemia ",null,"Multiple species","Bacterium","Brown hare (European Hare)",1,"Not applicable",0,0,55.7346,11.1447,0,"2012-11-16T00:00:00.000+00:00","2012-11-23T00:00:00.000+00:00","2012-11-23T00:00:00.000+00:00","2012-11-16T00:00:00.000+00:00","2012-11-23T00:00:00.000+00:00",null,"2013-02-28T00:00:00.000+00:00",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","Resolved","First occurrence"
1313,"Armenia","ARM","Gegharkounik","Anthrax ",null,"Multiple species","Bacterium","Cattle",0,"Farm",0,0,40.2,45.6833,0,"2012-10-26T00:00:00.000+00:00","2012-10-29T00:00:00.000+00:00","2012-11-02T00:00:00.000+00:00","2012-10-28T00:00:00.000+00:00","2012-11-02T00:00:00.000+00:00","2007-07-31T00:00:00.000+00:00","2012-11-28T00:00:00.000+00:00",6,6,6,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,10,2,"Diagnostic test","Resolved","Recurrence"
1314,"Switzerland","CHE","Appenzell Inner-Rhoden","Porcine reproductive and respiratory syndrome ",null,"Suidae","Virus","Swine",0,"Farm",0,0,47.33539,9.42668,0,"2012-11-28T00:00:00.000+00:00","2012-11-29T00:00:00.000+00:00","2013-01-11T00:00:00.000+00:00","2012-11-28T00:00:00.000+00:00","2013-01-11T00:00:00.000+00:00","2001-02-13T00:00:00.000+00:00","2013-01-14T00:00:00.000+00:00",5099,19,0,0,26,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,8,1,"Diagnostic test","Resolved","Recurrence"
1315,"Nicaragua","NIC","Granada","Newcastle disease ",null,"Aves","Virus","Birds",0,"Village",0,0,11.88558,-86.05569,0,"2012-11-06T00:00:00.000+00:00","2012-11-14T00:00:00.000+00:00","2013-02-28T00:00:00.000+00:00","2012-11-06T00:00:00.000+00:00","2013-02-28T00:00:00.000+00:00","2011-12-23T00:00:00.000+00:00","2013-02-28T00:00:00.000+00:00",1780,310,280,0,4,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,10,3,"Necropsy|Clinical|Diagnostic test|Suspicion","Resolved","Recurrence"
1316,"French Polynesia","PYF","Iles Du Vent","Perkinsus olseni (Inf. with)(2006-)",null,"Diseases of molluscs","Parasite","Maxima clam",1,"Farm",0,1,-17.72028,-149.314896,0,"2011-09-23T00:00:00.000+00:00","2012-11-30T00:00:00.000+00:00","2012-12-06T00:00:00.000+00:00","2011-09-23T00:00:00.000+00:00","2012-12-06T00:00:00.000+00:00",null,"2012-12-05T00:00:00.000+00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","Resolved","First occurrence"
1317,"Brazil","BRA","Parana","Bovine spongiform encephalopathy ",null,"Bovidae","Prion","Cattle",0,"Farm",0,0,-23.1619,-51.0879,0,"2010-12-18T00:00:00.000+00:00","2012-06-15T00:00:00.000+00:00","2010-12-19T00:00:00.000+00:00","2010-12-18T00:00:00.000+00:00","2010-12-19T00:00:00.000+00:00",null,"2013-02-05T00:00:00.000+00:00",148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Diagnostic test","Resolved","First occurrence"
1318,"Chinese Taipei","TWN","Penghu County","Highly pathogenic avian influenza ","H5N2","Aves","Virus","Birds",0,"Farm",0,0,23.54056,119.61552,0,"2012-11-17T00:00:00.000+00:00","2012-11-22T00:00:00.000+00:00","2013-03-28T00:00:00.000+00:00","2012-11-17T00:00:00.000+00:00","2013-03-28T00:00:00.000+00:00","2012-08-07T00:00:00.000+00:00","2013-04-03T00:00:00.000+00:00",831,300,200,631,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,12,5,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
1319,"Lebanon","LBN","Al Janoub","Lumpy skin disease ",null,"Bovidae","Virus","Cattle",0,"Farm",0,0,33.2518,35.2035,0,"2012-11-28T00:00:00.000+00:00","2012-11-28T00:00:00.000+00:00","2013-03-18T00:00:00.000+00:00","2013-02-08T00:00:00.000+00:00","2013-03-18T00:00:00.000+00:00",null,"2014-01-30T00:00:00.000+00:00",581,104,4,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,16,0,"Clinical|Suspicion","Resolved","First occurrence"
1320,"Comoros","COM","Grand Comore","Peste des petits ruminants ",null,"Caprinae","Virus","Goats",0,"Farm",0,0,-11.7148,43.2664,0,"2012-09-10T00:00:00.000+00:00","2012-11-26T00:00:00.000+00:00","2013-12-31T00:00:00.000+00:00","2012-12-05T00:00:00.000+00:00",null,"2010-11-30T00:00:00.000+00:00","2013-12-31T00:00:00.000+00:00",492,160,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Necropsy|Diagnostic test|Clinical","Stable","Recurrence"
1321,"Canada","CAN","Newfoundland","Infectious salmon anaemia virus (Inf. with) (HPR-deleted or HPR0 genotypes)",null,"Diseases of fish","Virus","Atlantic salmon",0,"Farm",0,1,47.3123,-55.26689,0,"2012-11-26T00:00:00.000+00:00","2012-12-04T00:00:00.000+00:00","2012-12-31T00:00:00.000+00:00","2012-11-26T00:00:00.000+00:00","2012-12-31T00:00:00.000+00:00",null,"2016-01-28T00:00:00.000+00:00",1161626,420000,420000,741626,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,16,3,"Diagnostic test","Stable","New pathogen strain or disease manifestation"
1322,"Czech Republic","CZE","Stredoceský","Newcastle disease ",null,"Aves","Virus","Birds",0,"Village",0,0,50.3052588,14.7087139,0,"2012-11-23T00:00:00.000+00:00","2012-12-18T00:00:00.000+00:00","2012-12-27T00:00:00.000+00:00","2012-11-23T00:00:00.000+00:00","2012-12-27T00:00:00.000+00:00",null,"2012-12-27T00:00:00.000+00:00",100,40,30,70,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,1,"Necropsy|Clinical|Diagnostic test","Resolved","First occurrence"
1323,"Germany","DEU","Niedersachsen","Low pathogenic avian influenza (poultry)(2006-)","H5N1","Aves","Virus","Birds",0,"Farm",1,0,52.674548,7.628137,0,"2012-12-18T00:00:00.000+00:00","2012-12-20T00:00:00.000+00:00","2013-06-20T00:00:00.000+00:00","2013-04-30T00:00:00.000+00:00","2013-06-20T00:00:00.000+00:00","2011-08-12T00:00:00.000+00:00","2013-08-29T00:00:00.000+00:00",94614,122,1,94613,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,14,1,"Diagnostic test","Resolved","Recurrence"
1324,"Czech Republic","CZE","Moravskoslezský","Newcastle disease ",null,"Aves","Virus","Birds",0,"Village",0,0,49.918012,18.35516,0,"2012-12-24T00:00:00.000+00:00","2012-12-28T00:00:00.000+00:00","2013-01-11T00:00:00.000+00:00","2012-12-28T00:00:00.000+00:00","2013-01-11T00:00:00.000+00:00","1996-06-30T00:00:00.000+00:00","2013-01-11T00:00:00.000+00:00",90,40,40,50,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,10,1,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
1325,"United Kingdom","GBR","Scotland","Viral haemorrhagic septicaemia ",null,"Diseases of fish","Virus","Cuckoo wrasse",0,"Farm",0,1,60.0753,-1.1275,0,"2012-12-13T00:00:00.000+00:00","2012-12-17T00:00:00.000+00:00","2013-05-28T00:00:00.000+00:00","2013-01-17T00:00:00.000+00:00","2013-05-28T00:00:00.000+00:00",null,"2013-09-13T00:00:00.000+00:00",102979,10563,3785,86960,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,18,3,"Diagnostic test","Resolved","First occurrence"
1326,"Mexico","MEX","Jalisco","Highly pathogenic avian influenza ","H7N3","Aves","Virus","Birds",0,"Farm",0,0,21.3333,-101.95911,0,"2013-01-03T00:00:00.000+00:00","2013-01-07T00:00:00.000+00:00","2014-09-11T00:00:00.000+00:00","2013-08-19T00:00:00.000+00:00","2013-11-08T00:00:00.000+00:00","2012-09-29T00:00:00.000+00:00","2015-04-09T00:00:00.000+00:00",7865285,695595,550324,6928762,284015,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,14,1,"Clinical|Diagnostic test","Resolved","Recurrence"
1327,"Slovakia","SVK","Presov","Rabies ",null,"Multiple species","Virus","Dogs",0,"Village",0,0,49.278,21.194,0,"2013-01-01T00:00:00.000+00:00","2013-01-08T00:00:00.000+00:00","2013-08-22T00:00:00.000+00:00","2013-05-09T00:00:00.000+00:00","2013-08-22T00:00:00.000+00:00","2006-08-31T00:00:00.000+00:00","2013-10-02T00:00:00.000+00:00",2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,"Diagnostic test","Resolved","Recurrence"
1328,"Mongolia","MNG","Dornogovi","Sheep pox and goat pox ",null,"Caprinae","Virus","Sheep",0,"Farm",0,0,43.0878,110.0395,0,"2013-01-08T00:00:00.000+00:00","2013-01-11T00:00:00.000+00:00","2013-02-09T00:00:00.000+00:00","2013-01-08T00:00:00.000+00:00","2013-02-09T00:00:00.000+00:00","2009-08-03T00:00:00.000+00:00","2013-02-22T00:00:00.000+00:00",308,221,0,221,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,16,1,"Diagnostic test|Clinical","Resolved","Recurrence"
1329,"Czech Republic","CZE","Olomoucký","Newcastle disease ",null,"Aves","Virus","Birds",0,"Farm",0,0,49.424587,17.251148,0,"2013-01-11T00:00:00.000+00:00","2013-01-11T00:00:00.000+00:00","2013-01-22T00:00:00.000+00:00","2013-01-11T00:00:00.000+00:00","2013-01-22T00:00:00.000+00:00",null,"2013-01-22T00:00:00.000+00:00",46,24,24,22,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,8,1,"Necropsy|Clinical|Diagnostic test","Resolved","First occurrence"
1330,"Algeria","DZA","Ghardaia","Peste des petits ruminants ",null,"Caprinae","Virus","Camelidae",0,"Farm",0,0,31.1851,2.8284,0,"2013-01-08T00:00:00.000+00:00","2013-01-15T00:00:00.000+00:00","2013-02-13T00:00:00.000+00:00","2013-01-12T00:00:00.000+00:00","2013-02-13T00:00:00.000+00:00","2012-03-26T00:00:00.000+00:00","2013-02-14T00:00:00.000+00:00",30,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,"Diagnostic test|Clinical","Resolved","Recurrence"
1331,"Bulgaria","BGR","Kardzali","Newcastle disease ",null,"Aves","Virus","Birds",0,"Village",0,0,41.7433,25.536,0,"2013-01-17T00:00:00.000+00:00","2013-01-23T00:00:00.000+00:00","2013-01-24T00:00:00.000+00:00","2013-01-17T00:00:00.000+00:00","2013-01-24T00:00:00.000+00:00","2009-09-15T00:00:00.000+00:00","2013-03-06T00:00:00.000+00:00",1656,358,358,1298,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,16,1,"Necropsy|Diagnostic test|Clinical|Suspicion","Resolved","Recurrence"
